def(FEAT_TERMRESPONSE),
def(FEAT_FKMAP),
def(DEBUG),
def(__BORLANDC__),
def(FEAT_EMACS_TAGS),
def(FEAT_TOOLBAR),
True,
!def(PROTO),
!def(NO_CONSOLE),
def(FEAT_GUI),
def(FEAT_RIGHTLEFT),
def(WSDEBUG),
!def(FEAT_EMACS_TAGS),
!def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(FEAT_CLIPBOARD),
!def(FEAT_RIGHTLEFT),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
def(PROTO),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_MBYTE),
def(FEAT_GUI_W32),
!def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
