!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(__BORLANDC__),
def(LESSTIF_VERSION),
def(DEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
True,
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(FEAT_RIGHTLEFT),
def(PROTO),
def(FEAT_FKMAP),
def(WSDEBUG),
!def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(FEAT_GUI),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(FEAT_MBYTE),
!def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(NBDEBUG),
!def(PROTO),
def(FEAT_TERMRESPONSE),
