def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(PROTO),
def(FEAT_FLOAT),
def(FEAT_PROFILE),
def(MAIN),
def(FEAT_FKMAP),
def(FEAT_GUI_W32),
def(WIN32),
def(FEAT_TERMRESPONSE),
def(FEAT_MBYTE),
!def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(_WIN32),
def(WSDEBUG),
def(FEAT_JOB_CHANNEL),
def(DEBUG),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL_GUI),
def(NBDEBUG),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_RIGHTLEFT),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
True,
!def(FEAT_PROFILE),
!def(FEAT_GUI_W32),
