def(FEAT_TOOLBAR),
def(_WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_GUI),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(PROTO),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_PROFILE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
def(__MINT__),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_PROFILE),
!def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(INET_SOCKETS),
def(MAIN),
def(FEAT_JOB_CHANNEL),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(WIN32),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(WSDEBUG_SENSE),
True,
