!def(INET_SOCKETS),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(PROTO),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(DEBUG),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
!def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
def(NBDEBUG),
def(WSDEBUG),
True,
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
