def(FEAT_BEVAL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_W32),
def(WIN32),
def(MAIN),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(_WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(__MINT__),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(PROTO),
def(FEAT_GUI),
