def(MCH_WRITE_DUMP),
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(__BORLANDC__),
!def(FEAT_RIGHTLEFT),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_MBYTE),
def(FEAT_FKMAP),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
!def(RISCOS),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(FEAT_MBYTE),
True,
def(EBCDIC),
def(WSDEBUG_TRACE),
def(DEBUG),
def(FEAT_RIGHTLEFT),
def(RISCOS),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
def(NBDEBUG),
!def(EBCDIC),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(FEAT_GUI_GTK),
