!def(FEAT_GUI_GTK),
def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
True,
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
def(PROTO),
def(DEBUG),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
