def(FEAT_RIGHTLEFT),
def(LESSTIF_VERSION),
def(FEAT_FKMAP),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(MAIN),
def(_WIN32),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
def(WSDEBUG),
!def(NO_CONSOLE),
def(DEBUG),
def(WIN32),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
True,
def(JUMPLIST_ROTATE),
def(FEAT_MBYTE),
def(PROTO),
def(FEAT_GUI),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
