def(__MINT__),
def(PROTO),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(NBDEBUG),
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
True,
!def(FEAT_PROFILE),
def(WSDEBUG_TRACE),
def(_WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_GUI_W32),
def(MAIN),
!def(FEAT_GUI_GTK),
def(FEAT_JOB_CHANNEL),
def(INET_SOCKETS),
def(FEAT_PROFILE),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL_GUI),
