def(__MINT__),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_JOB_CHANNEL),
def(MAIN),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_BEVAL_GUI),
def(WSDEBUG),
True,
!def(INET_SOCKETS),
def(PROTO),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
!def(FEAT_PROFILE),
def(FEAT_PROFILE),
def(DEBUG),
def(_WIN32),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
