def(FEAT_FKMAP),
def(FEAT_GUI),
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(PROTO),
def(FEAT_RIGHTLEFT),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(PROTO),
!def(NO_CONSOLE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(WSDEBUG),
def(DEBUG),
def(INET_SOCKETS),
def(FEAT_MBYTE),
def(WSDEBUG_SENSE),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
