def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_GUI),
def(NBDEBUG),
def(FEAT_PROFILE),
def(WSDEBUG_SENSE),
def(WIN32),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
def(MAIN),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_JOB_CHANNEL),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG),
def(__MINT__),
!def(FEAT_PROFILE),
def(_WIN32),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL_GUI),
