def(EBCDIC),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(FEAT_RIGHTLEFT),
!def(EBCDIC),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
True,
def(FEAT_SUN_WORKSHOP),
def(__BORLANDC__),
def(DEBUG),
!def(FEAT_RIGHTLEFT),
def(FEAT_FKMAP),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(NBDEBUG),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
!def(PROTO),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(WSDEBUG),
!def(FEAT_BEVAL),
!def(RISCOS),
!def(NO_CONSOLE),
def(RISCOS),
def(WSDEBUG_TRACE),
!def(FEAT_MBYTE),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
def(PROTO),
def(FEAT_MBYTE),
