!def(NO_CONSOLE),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
!def(PROTO),
def(NBDEBUG),
def(PROTO),
!def(FEAT_GUI_GTK),
def(DEBUG),
True,
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
