def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(FEAT_MBYTE),
!def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(FEAT_FKMAP),
def(NBDEBUG),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_EMACS_TAGS),
def(JUMPLIST_ROTATE),
def(MCH_WRITE_DUMP),
!def(INET_SOCKETS),
def(WSDEBUG),
def(DEBUG),
def(FEAT_BEVAL),
def(PROTO),
def(INET_SOCKETS),
!def(NO_CONSOLE),
def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(PROTO),
def(WSDEBUG_TRACE),
True,
def(FEAT_RIGHTLEFT),
def(LESSTIF_VERSION),
def(FEAT_GUI),
!def(FEAT_EMACS_TAGS),
