def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(FEAT_CLIPBOARD),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(FEAT_FKMAP),
!def(RISCOS),
def(__BORLANDC__),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
!def(PROTO),
def(WSDEBUG_TRACE),
def(FEAT_MBYTE),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(NBDEBUG),
def(DEBUG),
def(FEAT_TERMRESPONSE),
!def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(FEAT_GUI),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
def(RISCOS),
def(LESSTIF_VERSION),
!def(FEAT_MBYTE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(PROTO),
!def(FEAT_RIGHTLEFT),
def(FEAT_RIGHTLEFT),
