def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(FEAT_MBYTE),
!def(PROTO),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
True,
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(NBDEBUG),
def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(WSDEBUG),
def(PROTO),
def(FEAT_FKMAP),
!def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(DEBUG),
def(FEAT_RIGHTLEFT),
def(FEAT_TOOLBAR),
