!def(NO_CONSOLE),
def(INET_SOCKETS),
def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_FKMAP),
!def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
True,
def(WSDEBUG_SENSE),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(FEAT_GUI_W32),
!def(PROTO),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_RIGHTLEFT),
def(PROTO),
def(FEAT_MBYTE),
def(JUMPLIST_ROTATE),
