def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_PROFILE),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(FEAT_GUI),
True,
def(LESSTIF_VERSION),
def(__MINT__),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(MAIN),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WIN32),
def(PROTO),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_TRACE),
!def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(_WIN32),
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
