def(__BORLANDC__),
def(DEBUG),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
def(MCH_WRITE_DUMP),
def(WSDEBUG),
True,
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(MAIN),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
!def(PROTO),
def(JUMPLIST_ROTATE),
def(PROTO),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
