!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
def(_WIN32),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
def(PROTO),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(DEBUG),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MAIN),
def(FEAT_MBYTE),
!def(INET_SOCKETS),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
def(NBDEBUG),
!def(NO_CONSOLE),
True,
