def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
!def(PROTO),
def(FEAT_GUI),
!def(FEAT_EMACS_TAGS),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
def(DEBUG),
!def(FEAT_BEVAL),
def(FEAT_RIGHTLEFT),
def(PROTO),
def(FEAT_CLIPBOARD),
def(FEAT_MBYTE),
True,
def(__BORLANDC__),
def(FEAT_EMACS_TAGS),
!def(FEAT_GUI_GTK),
def(FEAT_FKMAP),
def(MCH_WRITE_DUMP),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(NBDEBUG),
!def(NO_CONSOLE),
def(FEAT_BEVAL),
