(def(HPUX_DIGRAPHS)&!def(__MINT__)),
True,
def(FEAT_PROFILE),
def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_SUN_WORKSHOP),
def(FEAT_FKMAP),
!def(INET_SOCKETS),
def(FEAT_BEVAL_GUI),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(WSDEBUG),
!def(FEAT_PROFILE),
def(WIN32),
def(FEAT_RIGHTLEFT),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(FEAT_FLOAT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(LESSTIF_VERSION),
def(FEAT_JOB_CHANNEL),
def(NBDEBUG),
def(MAIN),
!def(FEAT_GUI_GTK),
def(DEBUG),
def(_WIN32),
def(__MINT__),
