!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
True,
!def(INET_SOCKETS),
def(PROTO),
def(FEAT_BEVAL),
def(NBDEBUG),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_CLIPBOARD),
def(FEAT_MBYTE),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
!def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(MCH_WRITE_DUMP),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(DEBUG),
def(FEAT_GUI_GTK),
def(WSDEBUG),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
