def(FEAT_SUN_WORKSHOP),
def(FEAT_RIGHTLEFT),
def(MAIN),
True,
def(__MINT__),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(PROTO),
def(FEAT_MBYTE),
def(_WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_PROFILE),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(FEAT_PROFILE),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WIN32),
!def(FEAT_GUI_W32),
def(FEAT_JOB_CHANNEL),
def(FEAT_FLOAT),
def(FEAT_FKMAP),
def(JUMPLIST_ROTATE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_BEVAL_GUI),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
