def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
def(MAIN),
!def(PROTO),
!def(NO_CONSOLE),
!def(INET_SOCKETS),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(PROTO),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
