def(FEAT_MBYTE),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
!def(PROTO),
!def(NO_CONSOLE),
def(FEAT_FKMAP),
!def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(__BORLANDC__),
def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(FEAT_RIGHTLEFT),
def(DEBUG),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
True,
def(FEAT_CLIPBOARD),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(PROTO),
