def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(WSDEBUG),
!def(PROTO),
def(NBDEBUG),
!def(FEAT_MBYTE),
def(FEAT_BEVAL),
!def(RISCOS),
def(EBCDIC),
!def(EBCDIC),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(FEAT_MBYTE),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(RISCOS),
!def(FEAT_RIGHTLEFT),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
True,
!def(FEAT_BEVAL),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
def(FEAT_FKMAP),
def(FEAT_RIGHTLEFT),
def(PROTO),
