def(MCH_WRITE_DUMP),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
def(NBDEBUG),
def(FEAT_EMACS_TAGS),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_GTK),
True,
!def(PROTO),
def(DEBUG),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_BEVAL),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
!def(FEAT_EMACS_TAGS),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(LESSTIF_VERSION),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(WSDEBUG),
