def(FEAT_GUI),
!def(FEAT_GUI_GTK),
def(FEAT_FKMAP),
!def(FEAT_GUI_W32),
!def(PROTO),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__BORLANDC__),
def(FEAT_BEVAL),
def(WSDEBUG),
def(INET_SOCKETS),
def(DEBUG),
!def(NO_CONSOLE),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
def(PROTO),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(LESSTIF_VERSION),
def(FEAT_MBYTE),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
