(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(INET_SOCKETS),
def(FEAT_FLOAT),
True,
def(FEAT_PROFILE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
def(NBDEBUG),
def(_WIN32),
def(__MINT__),
!def(FEAT_PROFILE),
def(MAIN),
def(WIN32),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
def(FEAT_RIGHTLEFT),
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL_GUI),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_FKMAP),
def(FEAT_TERMRESPONSE),
def(PROTO),
