def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MAIN),
!def(INET_SOCKETS),
def(NBDEBUG),
def(WSDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
!def(PROTO),
def(FEAT_TOOLBAR),
def(PROTO),
def(DEBUG),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
True,
def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
