!def(FEAT_GUI_GTK),
def(WSDEBUG),
def(_WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG_SENSE),
def(PROTO),
def(FEAT_JOB_CHANNEL),
def(NBDEBUG),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(JUMPLIST_ROTATE),
def(DEBUG),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
!def(FEAT_PROFILE),
def(FEAT_BEVAL_GUI),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
def(MAIN),
def(__MINT__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(FEAT_GUI),
def(WIN32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_PROFILE),
!def(FEAT_GUI_W32),
