def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
def(DEBUG),
def(FEAT_TOOLBAR),
!def(FEAT_BEVAL),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
True,
def(WSDEBUG_TRACE),
def(FEAT_GUI),
!def(NO_CONSOLE),
def(FEAT_GUI_GTK),
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(NBDEBUG),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(__BORLANDC__),
