def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
!def(PROTO),
def(FEAT_GUI_W32),
def(FEAT_EMACS_TAGS),
!def(NO_CONSOLE),
def(FEAT_CLIPBOARD),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_RIGHTLEFT),
!def(FEAT_BEVAL),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(__BORLANDC__),
def(DEBUG),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_RIGHTLEFT),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(PROTO),
def(MCH_WRITE_DUMP),
!def(FEAT_MBYTE),
def(FEAT_BEVAL),
!def(FEAT_EMACS_TAGS),
!def(FEAT_GUI_W32),
True,
def(WSDEBUG),
def(FEAT_GUI),
def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
def(FEAT_FKMAP),
