!def(NO_CONSOLE),
def(FEAT_GUI),
def(DEBUG),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
!def(PROTO),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(PROTO),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(__BORLANDC__),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
True,
def(MAIN),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
