def(FEAT_RIGHTLEFT),
def(FEAT_MBYTE),
!def(FEAT_MBYTE),
def(MCH_WRITE_DUMP),
!def(RISCOS),
def(WSDEBUG_SENSE),
def(NBDEBUG),
def(RISCOS),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
!def(FEAT_BEVAL),
def(PROTO),
def(LESSTIF_VERSION),
def(FEAT_GUI_GTK),
!def(PROTO),
def(FEAT_SUN_WORKSHOP),
True,
def(FEAT_GUI),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
!def(FEAT_RIGHTLEFT),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
