!def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
!def(FEAT_PROFILE),
!def(UNIX),
def(WIN32),
def(FEAT_JOB_CHANNEL),
def(__MINT__),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(INET_SOCKETS),
(def(FEAT_BEVAL_GUI)&!def(FEAT_VARTABS)),
def(FEAT_BEVAL_GUI),
def(FEAT_MBYTE),
def(WSDEBUG_SENSE),
def(FEAT_PROFILE),
def(LESSTIF_VERSION),
def(PROTO),
def(FEAT_TOOLBAR),
def(UNIX),
def(FEAT_GUI_W32),
def(ABORT_ON_INTERNAL_ERROR),
def(DEBUG),
def(MAIN),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
(def(FEAT_BEVAL_GUI)&!def(FEAT_VARTABS)&(!def(FEAT_VARTABS)|!def(FEAT_BEVAL_GUI))),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_FKMAP),
(def(FEAT_VARTABS)&def(FEAT_BEVAL_GUI)),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL_GUI),
def(WSDEBUG),
def(_WIN32),
True,
