def(FEAT_RIGHTLEFT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
!def(INET_SOCKETS),
def(FEAT_CLIPBOARD),
def(FEAT_FKMAP),
def(FEAT_BEVAL),
!def(FEAT_BEVAL),
!def(PROTO),
def(__BORLANDC__),
def(PROTO),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
!def(NO_CONSOLE),
def(FEAT_MBYTE),
def(LESSTIF_VERSION),
def(FEAT_GUI_GTK),
True,
