def(MAIN),
!def(FEAT_GUI_GTK),
def(_WIN32),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(DEBUG),
!def(NO_CONSOLE),
def(PROTO),
!def(INET_SOCKETS),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(FEAT_BEVAL),
def(FEAT_GUI),
True,
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
def(WIN32),
def(INET_SOCKETS),
