def(FEAT_BEVAL_GUI),
def(FEAT_RIGHTLEFT),
def(MAIN),
def(FEAT_TERMRESPONSE),
def(UNIX),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(FEAT_MBYTE),
def(_WIN32),
!def(UNIX),
!def(FEAT_GUI_W32),
def(WIN32),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
True,
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_PROFILE),
def(LESSTIF_VERSION),
def(FEAT_FKMAP),
!def(INET_SOCKETS),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(PROTO),
def(FEAT_JOB_CHANNEL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_PROFILE),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
