def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
True,
!def(PROTO),
def(FEAT_GUI_W32),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(PROTO),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(FEAT_GUI),
def(FEAT_GUI_GTK),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(DEBUG),
def(__BORLANDC__),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
