def(FEAT_MBYTE),
!def(PROTO),
True,
!def(FEAT_GUI_GTK),
def(PROTO),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
def(FEAT_FKMAP),
def(FEAT_BEVAL),
def(FEAT_EMACS_TAGS),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(FEAT_CLIPBOARD),
def(FEAT_TOOLBAR),
def(FEAT_RIGHTLEFT),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
!def(FEAT_EMACS_TAGS),
def(FEAT_GUI),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
!def(FEAT_GUI_W32),
def(NBDEBUG),
!def(INET_SOCKETS),
