def(MCH_WRITE_DUMP),
!def(PROTO),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(DEBUG),
def(NBDEBUG),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
def(FEAT_MBYTE),
def(FEAT_FKMAP),
def(FEAT_RIGHTLEFT),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
True,
def(PROTO),
def(FEAT_CLIPBOARD),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
