def(NBDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(PROTO),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(INET_SOCKETS),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(MCH_WRITE_DUMP),
!def(PROTO),
def(__BORLANDC__),
