!def(PROTO),
!def(FEAT_GUI_W32),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(WSDEBUG),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_BEVAL),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_RIGHTLEFT),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_MBYTE),
def(PROTO),
True,
def(FEAT_CLIPBOARD),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(FEAT_FKMAP),
!def(NO_CONSOLE),
