def(WSDEBUG),
def(PROTO),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_PROFILE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(_WIN32),
!def(UNIX),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(MAIN),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG_SENSE),
def(WIN32),
def(WSDEBUG_TRACE),
def(UNIX),
!def(FEAT_PROFILE),
True,
def(FEAT_BEVAL_GUI),
def(FEAT_JOB_CHANNEL),
def(__MINT__),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
