def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(FEAT_FKMAP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
True,
!def(RISCOS),
!def(EBCDIC),
!def(NO_CONSOLE),
!def(FEAT_MBYTE),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(RISCOS),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(EBCDIC),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
!def(FEAT_BEVAL),
!def(PROTO),
def(FEAT_GUI),
