def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(__MINT__),
def(WSDEBUG),
def(FEAT_BEVAL_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(MAIN),
def(DEBUG),
!def(FEAT_PROFILE),
def(LESSTIF_VERSION),
def(_WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(PROTO),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(FEAT_PROFILE),
def(WIN32),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
