def(FEAT_FKMAP),
!def(PROTO),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
def(__BORLANDC__),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
True,
def(PROTO),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
!def(FEAT_BEVAL),
def(WSDEBUG),
def(FEAT_CLIPBOARD),
def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
def(FEAT_RIGHTLEFT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
!def(INET_SOCKETS),
def(DEBUG),
def(NBDEBUG),
