(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL_GUI),
!def(FEAT_PROFILE),
def(WIN32),
def(FEAT_PROFILE),
!def(FEAT_GUI_GTK),
True,
def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(_WIN32),
def(FEAT_JOB_CHANNEL),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(__MINT__),
def(PROTO),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
