def(__BORLANDC__),
!def(PROTO),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
True,
def(PROTO),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(NBDEBUG),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(DEBUG),
def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
