!def(FEAT_GUI_GTK),
def(PROTO),
True,
def(LESSTIF_VERSION),
def(INET_SOCKETS),
def(DEBUG),
def(FEAT_TERMRESPONSE),
!def(PROTO),
!def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
def(WSDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(NBDEBUG),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(FEAT_MBYTE),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_FKMAP),
def(FEAT_CLIPBOARD),
