def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
!def(FEAT_MBYTE),
def(FEAT_BEVAL),
def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(DEBUG),
!def(NO_CONSOLE),
!def(FEAT_RIGHTLEFT),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
def(__BORLANDC__),
True,
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(NBDEBUG),
