!def(PROTO),
def(FEAT_TERMRESPONSE),
!def(NO_CONSOLE),
def(MCH_WRITE_DUMP),
!def(INET_SOCKETS),
def(NBDEBUG),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(FEAT_BEVAL),
!def(FEAT_BEVAL),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(__BORLANDC__),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_CLIPBOARD),
