def(FEAT_RIGHTLEFT),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
!def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
!def(PROTO),
!def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(FEAT_FKMAP),
def(FEAT_CLIPBOARD),
def(WSDEBUG),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(__BORLANDC__),
True,
def(FEAT_GUI),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
