def(FEAT_PROFILE),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(NBDEBUG),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
def(PROTO),
def(WSDEBUG),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(MAIN),
!def(FEAT_PROFILE),
def(FEAT_BEVAL_GUI),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_JOB_CHANNEL),
def(__MINT__),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
True,
def(INET_SOCKETS),
def(WIN32),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
def(_WIN32),
