!def(NO_CONSOLE),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
!def(PROTO),
def(FEAT_TOOLBAR),
True,
def(PROTO),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(__BORLANDC__),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(DEBUG),
def(NBDEBUG),
def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
