def(FEAT_MBYTE),
!def(FEAT_GUI_W32),
def(DEBUG),
True,
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(MCH_WRITE_DUMP),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(PROTO),
def(FEAT_CLIPBOARD),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(PROTO),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
