def(FEAT_GUI),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(WSDEBUG),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(PROTO),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(_WIN32),
def(FEAT_GUI_W32),
def(WIN32),
True,
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
def(MAIN),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
