def(FEAT_FKMAP),
def(FEAT_PROFILE),
def(WSDEBUG),
def(DEBUG),
def(FEAT_RIGHTLEFT),
True,
def(FEAT_FLOAT),
def(WIN32),
def(__MINT__),
def(FEAT_MBYTE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_JOB_CHANNEL),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(PROTO),
def(FEAT_BEVAL_GUI),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(NBDEBUG),
def(_WIN32),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(MAIN),
!def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(INET_SOCKETS),
