def(PROTO),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(WSDEBUG),
!def(NO_CONSOLE),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(DEBUG),
def(FEAT_GUI_GTK),
!def(PROTO),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
