def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
!def(PROTO),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
!def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
def(DEBUG),
def(FEAT_GUI),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(__BORLANDC__),
!def(NO_CONSOLE),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
